nome_attrattore,risorsa_territoriale,codice_istat_comune,comume,indirizzo,numerocivico,cap,latitudine,longitudine,sitoweb,email,telefono,fax,cellulare,servizi,attrezzature,foto1,autore_foto1,foto2,autore_foto2,foto3,autore_foto3,descrizione
Chiesa di Santa Maria della Colonna,Chiese e cattedrali,072037,Rutigliano (BA),Piazza Umberto I,,70018,41.009975,17.005083,,,+390804767306 ,,,Visite guidate,,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428405387045.jpg,Franco Cappellari,,,,,Nel cuore del centro storico di  Rutigliano  circondato dalle  antiche mura  cittadine  si erge la chiesa di Santa Maria della Colonna  edificata nel 1059.     A stagliarsi sulla coltre di abitazioni della città vecchia  è il  campanile romanico  a bifore e trifore  che termina con una  cupola barocca   mentre si accede all'edificio attraverso l'architrave scolpito  dove figura un bassorilievo del  Cristo tra gli apostoli   il cui archivolto poggia su colonnine con leoni stilofori.     L'interno è un trionfo di arte e colore  dove spiccano il  polittico quattrocentesco   l'icona trecentesca della Madonna delle grazie e l'organo del `700 a 24 canne. L'attiguo  archivio capitolare  conserva atti e documenti della chiesa a partire dal `600.
Santuario della Madonna dei Miracoli,Basiliche e santuari,110001,Andria (BT),Via Santa Maria dei Miracoli,,76123,41.232407,16.26753,www.madonnadeimiracoli.it,,+390883591851,,,,,http://www.viaggiareinpuglia.it/img/LuogoSacro/andria__santuario_sm_dei_miracoli_1417693193383.jpg,Mirabilia Sistemi,http://www.viaggiareinpuglia.it/img/LuogoSacro/andria__santuario_sm_dei_miracoli1_1428409816045.jpg,Mirabilia Sistemi,,,A 2 chilometri da  Andria   sorge il Santuario della Madonna dei Miracoli  luogo di culto e devozione mariana sin dal 1576  caratterizzato dalla  sovrapposizione di tre chiese  e articolato su tre livelli.     La  cripta bizantina   a tre navate interamente decorate con scene dalla Genesi  è l'ambiente più antico  risalente al IX secolo. Qui è ancora custodita la  sacra icona della Vergine   ritenuta miracolosa  collocata sull'altare.     Da qui  una scala principesca conduce alla seconda chiesa cinquecentesca  dalle arcate in marmi policromi  dove spiccano gli  splendidi affreschi decorativi  della Cappella della Crocifissione.     Risale al Settecento il livello superiore  collegato da scale interne ai due edifici sottostanti. Illuminata da 13 finestroni che le regalano snellezza e luminosità  la basilica custodisce  sei altari di marmo pregiato  lungo le navate laterali  ritmate dalle colonne dei  capitelli corinzi  mentre il soffitto  in legno a cassettoni  termina con una grande cupola  che sovrasta il coro.
Monastero di Colonna,Abbazie  conventi e monasteri,110009,Trani (BT),Via Grado,,76125,41.270435,16.441969,,,+393420416263 ,,,,,http://www.viaggiareinpuglia.it/img/LuogoSacro/trani_monastero_colonna_1417693973779.jpg,Mirabilia Sistemi,http://www.viaggiareinpuglia.it/img/LuogoSacro/trani_monastero_colonna1_1428411489158.jpg,Mirabilia Sistemi,,,Precede l'ingresso a  Trani  e fa da maestoso avamposto alla città  il Monastero di Colonna  adagiato sulla penisola di Capo Colonna con la vicina chiesa romanica.     Il  rosone traforato  è l'elegante biglietto da visita del convento  fondato nell'anno 1000 dal normanno Goffredo Siniscalco  appartenuto ai benedettini e poi ai francescani. Varcando la soglia  si trova il  chiostro   dal raffinato porticato che si affaccia sul giardino del monastero.     Il 3 maggio di ogni anno si stacca dal monastero la solenne  processione a mare  con il prezioso  Crocifisso ligneo .     Secondo la leggenda  nel `400 il pregiato manufatto fu rubato dai pirati e  quando i corsari ne mutilarono il naso  la statua cominciò a sanguinare  spaventando i predatori che la gettarono in mare. Da qui  l'origine del rito di prendere il largo e rendere omaggio al Crocifisso con una pittoresca festa popolare.
Pulsano,Comune,073022,Pulsano (TA),c/o Castello de Falconibus - Via Costantinopoli,1,74026,40.38343,17.35462,,info.pulsano@viaggiareinpuglia.it,+390995339036,,,,,http://www.viaggiareinpuglia.it/img/Localita/pulsano__castello_1415014275494.jpg,,,,,,Situata a 40 m sul livello del mare  nell'area salentina della zona di   Taranto    Pulsano esprime una forte vocazione turistica anche in virtù della sua costa caratterizzata da acqua limpida e spiagge accoglienti.     SI tratta di uno dei centri più antichi del territorio  come testimoniano la  necropoli  e i resti di un villaggio risalenti al XIV secolo a.C.  uniche tracce di insediamenti dell' età del Bronzo  finora scoperte nel Golfo di Taranto e alla quale risalgono anche le tipiche giare del Sud Italia  chiamate « dolii ». Pregiati resti di ceramiche micenee raccontano anche delle intense attività commerciali con i popoli dell'Egeo.     La bellezza della sua località marina   Lido Silvana   affascinò anche i Romani che qui edificarono le proprie «villae» mentre la paura delle incursioni saracene è ancora tangibile nella  Torre Castelluccia  che domina la spiaggia.     Anche il centro storico del paese offre architetture di pregio come il    Castello de Falconibus    e la    Chiesa di Santa Maria La Nova    che ospita al suo interno una riproduzione della grotta di Lourdes.
 Marina di Pulsano,Località costiere,073022,Pulsano (TA),c/o Castello de Falconibus - Via Costantinopoli,1,74026,40.349365,17.375074,,info.pulsano@viaggiareinpuglia.it,+390995339036,,,,,http://www.viaggiareinpuglia.it/img/Localita/marina_di_pulsano__conca_verde__autore_solito_1415016983444.jpg,Carlos Solito,,,,,A pochi chilometri dal centro abitato di   Pulsano    la Marina di Pulsano si affaccia sullo Ionio  con le sue baiette su cui si è sviluppato un  piccolo borgo  tranquillo  impreziosito da vaste distese verdi.     Merita una visita  Torre Castelluccia  che domina la spiaggia di Lido Silvana  edificata verso la fine del Cinquecento per volere degli spagnoli  dove si ritrovano anche i resti di un villaggio di pescatori dell'Età del Bronzo.     Qui l'ospitalità è soprattutto di tipo familiare e la gastronomia locale si ritrova in tutti i  ristorantini  e  trattorie  della zona.     Le  spiagge   riparate dalle basse scogliere  sono particolarmente indicate per le immersioni mentre  a poche centinaia di metri dalla costa  riposa il polmone verde del paese   Bosco Caggioni   dove sono state rinvenute le tracce di un'antica chiesa bizantina e i resti di insediamenti paleolitici.
Orsara di Puglia,Bandiera arancione,071035,Orsara di Puglia (FG),Piazza Giovanni XXIII,-,71029,41.281075,15.264449,,info.troia@viaggiareinpuglia.it,+390881970020,,,,,http://www.viaggiareinpuglia.it/img/Localita/orsara_panorama_1415011156717.jpg,,,,,,A 30 km da   Foggia    Orsara di Puglia è uno splendido borgo adagiato ai piedi di Monte San Marco  a 635 m d'altezza  circondato da 1200 ettari di boschi  premiato con la  Bandiera Arancione  dal Touring Club Italiano.     Imponente e soave  custode della fede cristiana ed esempio del genio dell'architettura sacra  l'   Abbazia di Sant'Angelo    è la prima costruzione che appare alla vista di chi raggiunge Orsara. Immersa nel verde  comprende la  Chiesa di San Pellegrino   la  Chiesa dell'Annunziata  e la    Grotta di San Michele     scavata nella roccia presumibilmente nel 200 d.C.  all'interno di un anfratto naturale  tra i luoghi di culto più antichi del Mezzogiorno d'Italia.     Autentico scrigno dei gioielli architettonici e culturali di Orsara  il centro storico è tutto da scoprire  tra gli eleganti palazzi  i vicoli  le minuscole piazzette e gli antichi forni ancora attivi  di cui uno risalente al Cinquecento. Il borgo si accende di note con  Orsara Jazz   atteso appuntamento con i grandi nomi della musica jazz  allestito nella città vecchia.     Attraversati dal torrente Cervaro e dal suo affluente Sannoro  i  boschi  che si allungano tra le colline e i monti circostanti regalano piacevoli occasioni per un'escursione nella natura incontaminata.
Orsara di Puglia,Comune,071035,Orsara di Puglia (FG),Piazza Giovanni XXIII,-,71029,41.281075,15.264449,,info.troia@viaggiareinpuglia.it,+390881970020,,,,,http://www.viaggiareinpuglia.it/img/Localita/orsara_panorama_1415011156717.jpg,,,,,,A 30 km da   Foggia    Orsara di Puglia è uno splendido borgo adagiato ai piedi di Monte San Marco  a 635 m d'altezza  circondato da 1200 ettari di boschi  premiato con la  Bandiera Arancione  dal Touring Club Italiano.     Imponente e soave  custode della fede cristiana ed esempio del genio dell'architettura sacra  l'   Abbazia di Sant'Angelo    è la prima costruzione che appare alla vista di chi raggiunge Orsara. Immersa nel verde  comprende la  Chiesa di San Pellegrino   la  Chiesa dell'Annunziata  e la    Grotta di San Michele     scavata nella roccia presumibilmente nel 200 d.C.  all'interno di un anfratto naturale  tra i luoghi di culto più antichi del Mezzogiorno d'Italia.     Autentico scrigno dei gioielli architettonici e culturali di Orsara  il centro storico è tutto da scoprire  tra gli eleganti palazzi  i vicoli  le minuscole piazzette e gli antichi forni ancora attivi  di cui uno risalente al Cinquecento. Il borgo si accende di note con  Orsara Jazz   atteso appuntamento con i grandi nomi della musica jazz  allestito nella città vecchia.     Attraversati dal torrente Cervaro e dal suo affluente Sannoro  i  boschi  che si allungano tra le colline e i monti circostanti regalano piacevoli occasioni per un'escursione nella natura incontaminata.
San Giorgio Jonico,Comune,073024,San Giorgio Ionico (TA),c/o Galleria Comunale - Castello Aragonese,-,74123,40.456394,17.381926,,info.taranto@viaggiareinpuglia.it,,,+393442844098,,,http://www.viaggiareinpuglia.it/img/Localita/magna_grecia_murgia_e_gravine_mini_1412614583879.jpg,,,,,,Affacciato sul Golfo di   Taranto    San Giorgio Jonico si trova a 13 chilometri dal capoluogo  in una posizione strategica per gli spostamenti all'interno di quest'area.     È in  stile barocco  la chiesa madre dedicata a Santa Maria del Popolo  eretta nel XVIII secolo su un antico luogo di preghiera risalente al X-XI secolo. La centrale  piazza San Giorgio   invece  sfoggia un interessante mosaico pavimentale che raffigura  il santo guerriero a cavallo.     Il centro storico è ricco di  chiese  e  palazzi nobiliari  come il settecentesco Palazzo Imperio  Palazzo Alberini-De Siati e Palazzo Alberini-Caramia. Da ammirare sono inoltre la Cappella della Madonna della Croce  la Chiesa Ss. Maria Immacolata e Villa Parabita.     Possente è il  castello  innalzato dai conti D'Ayala Valva agli inizi del '900  avvolto da suggestioni medievaleggianti.     Appena fuori dal centro abitato  si trovano « Le Tagghjate »  cave tufacee che si sviluppano per circa due chilometri sul fianco della collina Belvedere dipingendo un paesaggio surreale.
Anzano di Puglia,Comune,071003,Anzano di Puglia (FG),c/o Polo Museale - Via Santa Maria del Popolo,68,71022,41.118816,15.291501,,polomusealeas@gmail.com,+390885651756,,,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1412354294001.jpg,,,,,,È in provincia di   Foggia    da cui dista circa 60 chilometri  la piccola Anzano  ex comune campano incastonato tra i  monti Dauni   che domina la vallata dai suoi 760 metri di altitudine  regalando un panorama d'incanto.     È una coltre di  tetti rossi   quella che si scorge giungendo ad Anzano  dove le case sembrano disegnate e i vicoletti s'intrecciano a minuscole piazzette e alle caratteristiche scalinate scoscese  tra archi  portali e campanili. Nel centro storico  si trova anche il  Museo Civico .     Secondo la leggenda  una statua della Vergine  in legno dorato  fu ritrovata da tre pastorelli nelle campagne di Anzano. Si narra che  al tentativo dei ragazzi di portarla via  le ruote dei carri non si mossero. Si decise così di edificare nei boschi il  Santuario di   Santa Maria in Silice   cuore del piccolo borgo.     La pace e l'affascinante centro antico sono un invito a scoprire lentamente Anzano  d'estate con la fresca aria di montagna  e d'inverno quando la neve ricopre i boschi e la calma avvolge il borgo.   
Borgo Libertà,Borghi storici,071020,Cerignola (FG),Piazza Vittorio Veneto,2,76012,41.186832,15.712392,,,+390883612423 ,,+393473476119,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1413212460006.jpg,,,,,,A circa 18 chilometri da   Cerignola    la località di Borgo Libertà è una piccola frazione rurale  situata lungo la strada per   Candela    al crocevia di due antichi tratturi a servizio della transumanza.     La  torre alemanna  che spicca nel cuore del borgo è la sentinella di pietra del suggestivo  complesso teutonico   possente edificio in pietra  risalente al Trecento  dichiarato  bene monumentale .     L'imponente struttura è affiancata da edifici di epoca posteriore e una recente campagna di scavi e restauri ha restituito una notevole quantità di  reperti in ceramica  duecenteschi e trecenteschi.
Lama Monachile/Cala Porto,Spiagge,072035,Polignano a Mare (BA),Lama Monachile/Cala Porto,,70044,40.99701,17.218584,,settore.turismo@comune.polignanoamare.ba.it,+390804252336 ,,,,,http://www.viaggiareinpuglia.it/img/Parco/polignano_a_mare_lama_monachile_nunzio_pacella_1417512669841.jpg,Nunzio Pacella,,,,,Incuneata tra due alte pareti rocciose  l'incantevole spiaggetta libera di Lama Monachile  chiamata anche Cala Porto  sfoggia la Bandiera Blu e 4 Vele di Legambiente.     A pochi passi dal centro storico di  Polignano a Mare  si dipana lo scenario più famoso e fotografato della costa barese. L'acqua  cristallina  accarezza i  ciottoli  bianchi e levigati della caletta mentre tutto intorno si dispiega una scenografia da sogno: le  grotte  marine  la scogliera alta e frastagliata e le casine del borgo antico  a picco sul mare .     La spiaggia prende il nome dal ponte di epoca romana  tutt'ora percorribile  che attraversa Lama Monachile e che incontra il tracciato dell'antica via Traiana che regala scorci da cartolina.   
Chieuti,Comune,071021,Chieuti (FG),Piazza Nocelli,6,71036,41.847294,15.167388,,info.lucera@viaggiareinpuglia.it,+39800767606,,,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1412331766125.jpg,,,,,,Adagiata sulla collina  tra il torrente Saccione e il fiume Fortore  Chieuti è un piccolo gioiello affacciato sull'Adriatico  a poco più di 15 km dal Lago di   Lesina   e a 80 km da   Foggia  .     Chieuti nasce sulle rovine dell'antica  città italica di Cliternia   di cui restano ancora oggi alcune testimonianze. Il centro storico è un pittoresco alternarsi di  case basse  e caratteristici balconcini ricolmi di fiori   antichi palazzi  e vicoli stretti da cui s'intravedono panoramici scorci sulla costa. Nel dedalo di stradine  spiccano la  Torre Antica  e il campanile della  Chiesa di San Giorgio .     Basta seguire la parte alta del litorale per imbattersi nel meraviglioso tratto di costa premiato più volte con la  Bandiera Blu  e circondato dalla macchia mediterranea. Spingendosi nell'entroterra  c'è l'abbraccio della natura incontaminata dell' Area protetta Bosco Ramitelli - Torre Fantine.      Importante centro agricolo  l' olio extravergine d'oliva  di Chieuti è tra i migliori di tutto il Gargano.
